,citing author name,citing paper title,cited paper title,affiliation,latitude,longitude,county,city,state,country
618,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Consistency vs. availability in distributed cyber-physical systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
619,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Consistency vs. availability in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
620,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
621,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,High-performance Deterministic Concurrency Using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
622,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
623,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
624,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
625,Shaokai Jerry Lin,Exploration of Approaches for Robustness and Safety in a Low Code Open Environment for Factory Automation,Risk and mitigation of nondeterminism in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
626,Shaokai Jerry Lin,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
627,Shaokai Jerry Lin,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,"PretVM: Predictable, efficient virtual machine for real-time concurrency","CS PhD Candidate, University of California, Berkeley",,,,,,
628,Shaokai Jerry Lin,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,"PretVM: Predictable, efficient virtual machine for real-time concurrency",University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
629,Shaokai Jerry Lin,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
630,Shaokai Jerry Lin,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,Towards Building Verifiable CPS using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
631,Shaokai Jerry Lin,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
632,Shaokai Jerry Lin,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
633,Shaokai Jerry Lin,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,Towards Building Verifiable CPS using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
634,Shaokai Jerry Lin,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
635,Shaokai Jerry Lin,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,"UCLID5: Multi-modal formal modeling, verification, and synthesis",Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
636,Shaokai Jerry Lin,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,"UCLID5: Multi-modal formal modeling, verification, and synthesis","CS PhD Candidate, University of California, Berkeley",,,,,,
637,Shaokai Jerry Lin,PolyVer: A Compositional Approach for Polyglot System Modeling and Verification,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
638,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
639,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",High-performance Deterministic Concurrency Using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
640,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
641,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Interpret: A time-predictable multicore processor,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
642,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Interpret: A time-predictable multicore processor,"CS PhD Candidate, University of California, Berkeley",,,,,,
643,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Interpret: A time-predictable multicore processor,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
644,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
645,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Towards Building Verifiable CPS using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
646,Shaokai Jerry Lin,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
647,Shaokai Jerry Lin,Programming Time-Predictable Processors with Lingua Franca,Beyond the threaded programming model on real-time operating systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
648,Shaokai Jerry Lin,Programming Time-Predictable Processors with Lingua Franca,Beyond the threaded programming model on real-time operating systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
649,Shaokai Jerry Lin,Programming Time-Predictable Processors with Lingua Franca,Beyond the threaded programming model on real-time operating systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
650,Shaokai Jerry Lin,Provable Determinism for Software in Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
651,Shaokai Jerry Lin,Provable Determinism for Software in Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
652,Shaokai Jerry Lin,Provable Determinism for Software in Cyber-Physical Systems,High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
653,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Beyond the threaded programming model on real-time operating systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
654,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Beyond the threaded programming model on real-time operating systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
655,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Beyond the threaded programming model on real-time operating systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
656,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,High-performance Deterministic Concurrency Using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
657,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,High-performance Deterministic Concurrency Using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
658,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,High-performance Deterministic Concurrency Using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
659,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Interpret: A time-predictable multicore processor,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
660,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Interpret: A time-predictable multicore processor,"CS PhD Candidate, University of California, Berkeley",,,,,,
661,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Interpret: A time-predictable multicore processor,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
662,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
663,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Towards Building Verifiable CPS using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
664,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
665,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Worst-Case Execution Time Analysis of Lingua Franca Applications,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
666,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Worst-Case Execution Time Analysis of Lingua Franca Applications,"CS PhD Candidate, University of California, Berkeley",,,,,,
667,Shaokai Jerry Lin,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Worst-Case Execution Time Analysis of Lingua Franca Applications,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
668,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
669,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
670,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
671,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
672,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,"CS PhD Candidate, University of California, Berkeley",,,,,,
673,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
674,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
675,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
676,Shaokai Jerry Lin,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
677,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
678,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,"CS PhD Candidate, University of California, Berkeley",,,,,,
679,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
680,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Quantifying and generalizing the CAP theorem,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
681,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Quantifying and generalizing the CAP theorem,"CS PhD Candidate, University of California, Berkeley",,,,,,
682,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Quantifying and generalizing the CAP theorem,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
683,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,"UCLID5: Multi-modal formal modeling, verification, and synthesis",Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
684,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,"UCLID5: Multi-modal formal modeling, verification, and synthesis","CS PhD Candidate, University of California, Berkeley",,,,,,
685,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
686,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
687,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
688,Shaokai Jerry Lin,Towards building verifiable CPS using lingua franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
689,Shaokai Jerry Lin,"Verify Engineering Models, Not Scientific Models",Consistency vs. availability in distributed cyber-physical systems,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
690,Shaokai Jerry Lin,"Verify Engineering Models, Not Scientific Models",Consistency vs. availability in distributed cyber-physical systems,"CS PhD Candidate, University of California, Berkeley",,,,,,
691,Shaokai Jerry Lin,"Verify Engineering Models, Not Scientific Models",Consistency vs. availability in distributed cyber-physical systems,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
692,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
693,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,"CS PhD Candidate, University of California, Berkeley",,,,,,
694,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,Interpret: A time-predictable multicore processor,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
695,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
696,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency","CS PhD Candidate, University of California, Berkeley",,,,,,
697,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,"PretVM: Predictable, efficient virtual machine for real-time concurrency",University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
698,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
699,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,"CS PhD Candidate, University of California, Berkeley",,,,,,
700,Shaokai Jerry Lin,Worst-Case Execution Time Analysis of Lingua Franca Applications,Towards Building Verifiable CPS using Lingua Franca,University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
701,Shen Su,A Review on the Security of the Ethereum-Based DeFi Ecosystem.,Scivik: A versatile framework for specifying and verifying smart contracts,Guangzhou University,23.0446501,113.3631548,,Panyu District,Guangdong Province,China
702,Shen Su,Preventing price manipulation attack by front-running,Scivik: A versatile framework for specifying and verifying smart contracts,Guangzhou University,23.0446501,113.3631548,,Panyu District,Guangdong Province,China
703,Simon Schäfer,Simulation to Reality: Testbeds and Architectures for Connected and Automated Vehicles,Risk and mitigation of nondeterminism in distributed cyber-physical systems,RWTH Aachen University,50.7791657,6.0689209,Aachen (district),Aachen,North Rhine-Westphalia,Germany
704,Simon Schäfer,Simulation to Reality: Testbeds and Architectures for Connected and Automated Vehicles,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Research Associate,,,,,,
705,Simon Schäfer,Simulation to Reality: Testbeds and Architectures for Connected and Automated Vehicles,Risk and mitigation of nondeterminism in distributed cyber-physical systems,"Research Associate, RWTH Aachen University",,,,,,
706,Somesh Jha,Machine learning and logic: a new frontier in artificial intelligence,"UCLID5: Multi-modal formal modeling, verification, and synthesis","Lubar Chair of Computer Science, University of Wisconsin",,,,,,
707,Somesh Jha,Machine learning and logic: a new frontier in artificial intelligence,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of Wisconsin,44.7987719,-91.5069963,Eau Claire County,Eau Claire,Wisconsin,United States
708,Soroush Bateni,Consistency vs. availability in distributed cyber-physical systems,High-performance Deterministic Concurrency Using Lingua Franca,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
709,Soroush Bateni,Consistency vs. availability in distributed cyber-physical systems,High-performance Deterministic Concurrency Using Lingua Franca,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
710,Soroush Bateni,Consistency vs. availability in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
711,Soroush Bateni,Consistency vs. availability in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
712,Soroush Bateni,Consistency vs. availability in distributed cyber-physical systems,Xronos: Predictable coordination for safety-critical distributed embedded systems,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
713,Soroush Bateni,Consistency vs. availability in distributed cyber-physical systems,Xronos: Predictable coordination for safety-critical distributed embedded systems,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
714,Soroush Bateni,Deterministic coordination across multiple timelines,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
715,Soroush Bateni,Deterministic coordination across multiple timelines,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
716,Soroush Bateni,Deterministic coordination across multiple timelines,Quantifying and generalizing the CAP theorem,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
717,Soroush Bateni,Deterministic coordination across multiple timelines,Quantifying and generalizing the CAP theorem,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
718,Soroush Bateni,High-performance Deterministic Concurrency Using Lingua Franca,Quantifying and generalizing the CAP theorem,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
719,Soroush Bateni,High-performance Deterministic Concurrency Using Lingua Franca,Quantifying and generalizing the CAP theorem,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
720,Soroush Bateni,High-performance Deterministic Concurrency Using Lingua Franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
721,Soroush Bateni,High-performance Deterministic Concurrency Using Lingua Franca,Xronos: Predictable coordination for safety-critical distributed embedded systems,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
722,Soroush Bateni,Holistic Efficiency and Determinism for Autonomous Embedded Systems,Quantifying and generalizing the CAP theorem,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
723,Soroush Bateni,Holistic Efficiency and Determinism for Autonomous Embedded Systems,Quantifying and generalizing the CAP theorem,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
724,Soroush Bateni,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
725,Soroush Bateni,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Consistency vs. availability in distributed cyber-physical systems,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
726,Soroush Bateni,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
727,Soroush Bateni,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Quantifying and generalizing the CAP theorem,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
728,Soroush Bateni,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,Dallas,32.7762719,-96.7968559,Dallas County,Dallas,Texas,United States
729,Soroush Bateni,Risk and mitigation of nondeterminism in distributed cyber-physical systems,Trading off consistency and availability in tiered heterogeneous distributed systems,The University of Texas at Dallas,32.9785262,-96.7553288,Dallas County,Richardson,Texas,United States
730,Stephen A. Edwards,Logical time for reactive software,Trading off consistency and availability in tiered heterogeneous distributed systems,Columbia University,40.8077559,-73.9616141,New York County,New York,New York,United States
731,Stephen A. Edwards,Logical time for reactive software,Xronos: Predictable coordination for safety-critical distributed embedded systems,Columbia University,40.8077559,-73.9616141,New York County,New York,New York,United States
732,Stephen A. Edwards,Timestamp peripherals for precise real-time programming,Beyond the threaded programming model on real-time operating systems,Columbia University,40.8077559,-73.9616141,New York County,New York,New York,United States
733,Stephen A. Edwards,Timestamp peripherals for precise real-time programming,Interpret: A time-predictable multicore processor,Columbia University,40.8077559,-73.9616141,New York County,New York,New York,United States
734,Sumer Kohli,Building Code Transpilers for Domain-Specific Languages Using Program Synthesis (Experience Paper),"UCLID5: Multi-modal formal modeling, verification, and synthesis",Stanford,37.427467,-122.1702445,Santa Clara County,,California,United States
735,Sumer Kohli,Building Code Transpilers for Domain-Specific Languages Using Program Synthesis (Experience Paper),"UCLID5: Multi-modal formal modeling, verification, and synthesis",UC Berkeley,37.8754996,-122.2390685,Alameda County,Berkeley,California,United States
736,Susanne Graf,Mimosa: A Language for Asynchronous Implementation of Embedded Systems Software,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,CNRS,48.8475401,2.2640299,,Paris,,France
737,Susanne Graf,Mimosa: A Language for Asynchronous Implementation of Embedded Systems Software,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Grenoble University,45.192103,5.7172935,Isère,Grenoble,Auvergne-Rhône-Alpes,France
738,Susanne Graf,Mimosa: A Language for Asynchronous Implementation of Embedded Systems Software,Debugging and verification tools for LINGUA FRANCA in GEMOC studio,Verimag,45.1905459,5.7671669,Isère,,Auvergne-Rhône-Alpes,France
739,Sushant Dinesh, Scalable Verification with Applications to Hardware Security,"UCLID5: Multi-modal formal modeling, verification, and synthesis",Berkeley,37.8708393,-122.272863,Alameda County,Berkeley,California,United States
740,Sushant Dinesh, Scalable Verification with Applications to Hardware Security,"UCLID5: Multi-modal formal modeling, verification, and synthesis",University of California,33.6429469,-117.8401606,Orange County,Irvine,California,United States
741,Sushant Dinesh, Scalable Verification with Applications to Hardware Security,"UCLID5: Multi-modal formal modeling, verification, and synthesis","University of California, Berkeley",33.6487724,-117.8364995,Orange County,Irvine,California,United States
742,Tassilo Tanneberger,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,"PretVM: Predictable, efficient virtual machine for real-time concurrency",TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
743,Tassilo Tanneberger,Navigating Time and Energy Trade-offs in Reactive Heterogeneous Systems,Towards Building Verifiable CPS using Lingua Franca,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
744,Tassilo Tanneberger,"PretVM: Predictable, efficient virtual machine for real-time concurrency",High-performance Deterministic Concurrency Using Lingua Franca,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
745,Tassilo Tanneberger,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Interpret: A time-predictable multicore processor,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
746,Tassilo Tanneberger,"PretVM: Predictable, efficient virtual machine for real-time concurrency",Towards Building Verifiable CPS using Lingua Franca,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
747,Tassilo Tanneberger,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Beyond the threaded programming model on real-time operating systems,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
748,Tassilo Tanneberger,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,High-performance Deterministic Concurrency Using Lingua Franca,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
749,Tassilo Tanneberger,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Interpret: A time-predictable multicore processor,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
750,Tassilo Tanneberger,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Towards Building Verifiable CPS using Lingua Franca,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
751,Tassilo Tanneberger,Quasi-Static Scheduling for Deterministic Timed Concurrent Models on Multi-Core Hardware,Worst-Case Execution Time Analysis of Lingua Franca Applications,TU Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
752,Touraj Soleymani,Foundations of value of information: A semantic metric for networked control systems tasks,Consistency vs. availability in distributed cyber-physical systems,"Assistant Professor at University of London, United Kingdom",,,,,,
753,Touraj Soleymani,Foundations of value of information: A semantic metric for networked control systems tasks,Consistency vs. availability in distributed cyber-physical systems,"University of London, United Kingdom",51.5218979,-0.1288676,,London,England,United Kingdom
754,Touraj Soleymani,Remote Estimation of Markov Processes over Costly Channels: On Implicit Information Benefits,Consistency vs. availability in distributed cyber-physical systems,"Assistant Professor at University of London, United Kingdom",,,,,,
755,Touraj Soleymani,Remote Estimation of Markov Processes over Costly Channels: On Implicit Information Benefits,Consistency vs. availability in distributed cyber-physical systems,"University of London, United Kingdom",51.5218979,-0.1288676,,London,England,United Kingdom
756,Uwe Aßmann,Achieving Cyber-Physical Consistency for Immersive Robot Controlling,Consistency vs. availability in distributed cyber-physical systems,"Professor of Computer Science, Technische Universität Dresden",,,,,,
757,Uwe Aßmann,Achieving Cyber-Physical Consistency for Immersive Robot Controlling,Consistency vs. availability in distributed cyber-physical systems,Technische Universität Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
758,Victor Victor,Achieving Cyber-Physical Consistency for Immersive Robot Controlling,Consistency vs. availability in distributed cyber-physical systems,Technische Universität Dresden,51.0282765,13.7359828,,Dresden,Saxony,Germany
